img_name,description
Process-3.jpg,Process of Making Pashmina
Process-5.jpg,Process of Making Pashmina
Process-10.jpg,Process of Making Pashmina
Process-12.jpg,Process of Making Pashmina
Process-14.jpg,Process of Making Pashmina
Process-15.jpg,Process of Making Pashmina
Process-16.jpg,Process of Making Pashmina
Process-17.jpg,Process of Making Pashmina
Process-19.jpg,Process of Making Pashmina
Process-22.jpg,Process of Making Pashmina
